,Player1,Player2,offensive harmony,defensive harmony,PH,Player1 ID,Player2 ID,Pl1 Offense,Pl2 Offense,Pl1 Defense,Pl2 Defense,total,skillOnly
101106-101112,Andrew Bogut,Channing Frye,-0.08479202415529542,-0.012694104875250498,-0.09748612903054592,101106,101112,-1.2854203325845897,0.3638426690325121,-0.8828048342715054,0.16223550373193585,-1.7396331231221929,-1.6421469940916469
101106-101114,Andrew Bogut,Deron Williams,-0.43221048011703805,0.23452241679133828,-0.19768806332569977,101106,101114,-1.2854203325845897,-1.053685235470447,-0.8828048342715054,-0.6723257833271864,-4.091924248979428,-3.894236185653728
101106-1626147,Andrew Bogut,Justin Anderson,-1.0099603731112965,-0.022791739623039885,-1.0327521127343364,101106,1626147,-1.2854203325845897,0.07636257253702827,-0.8828048342715054,1.4001057905739862,-1.724508916479417,-0.6917568037450805
101106-1626780,Andrew Bogut,Jonathan Gibson,0.117769750864222,-0.5937556193268102,-0.47598586846258817,101106,1626780,-1.2854203325845897,-0.6543441722903812,-0.8828048342715054,0.5619976955333053,-2.7365575120757586,-2.2605716436131704
101106-1627812,Andrew Bogut,Yogi Ferrell,-0.07185471163713975,0.0499261186427411,-0.021928592994398644,101106,1627812,-1.2854203325845897,-0.6997007851378476,-0.8828048342715054,0.7015463944562007,-2.1883081505321407,-2.166379557537742
101106-1627827,Andrew Bogut,Dorian Finney-Smith,-0.0112067478353717,0.6124878878992742,0.6012811400639025,101106,1627827,-1.2854203325845897,-0.4465654291790764,-0.8828048342715054,0.7650200307519434,-1.2484894252193253,-1.8497705652832277
101106-1627852,Andrew Bogut,Nicolas Brussino,-0.08143018489317394,-0.12779363557446044,-0.20922382046763438,101106,1627852,-1.2854203325845897,-0.3549254237347841,-0.8828048342715054,0.9845294039163133,-1.7478450071421998,-1.5386211866745654
101106-200826,Andrew Bogut,J.J. Barea,-0.4428902855871916,0.5041368018876442,0.06124651630045258,101106,200826,-1.2854203325845897,-0.18573450207978331,-0.8828048342715054,1.4095722216729574,-0.883140930962468,-0.9443874472629206
101106-201574,Andrew Bogut,Jason Thompson,-0.05823543257757184,-0.08700529655384956,-0.1452407291314214,101106,201574,-1.2854203325845897,-0.39343499000682486,-0.8828048342715054,0.995362817471868,-1.711538068522473,-1.5662973393910518
101106-201575,Andrew Bogut,Brandon Rush,0.1495385160235414,-0.9923905249368209,-0.8428520089132795,101106,201575,-1.2854203325845897,0.026228580128650834,-0.8828048342715054,2.1205541053632824,-0.8642944902774409,-0.02144248136416138
101106-201578,Andrew Bogut,Marreese Speights,-0.13149123739453406,-0.05535612045259741,-0.18684735784713147,101106,201578,-1.2854203325845897,1.0524364925978311,-0.8828048342715054,1.2894621971636269,-0.01317383494176827,0.1736735229053632
101106-201939,Andrew Bogut,Stephen Curry,-0.34045707468545877,-0.06704186754414204,-0.4074989422296008,101106,201939,-1.2854203325845897,3.2396902568094412,-0.8828048342715054,-0.5036774941916153,0.1602886535321303,0.5677875957617311
