,Player1,Player2,offensive harmony,defensive harmony,PH,Player1 ID,Player2 ID,Pl1 Offense,Pl2 Offense,Pl1 Defense,Pl2 Defense,total,skillOnly
101106-101112,Andrew Bogut,Channing Frye,-0.0854111018712657,-0.012452602245872453,-0.09786370411713816,101106,101112,-1.9417273940059643,1.873093154593312,-1.1438170080571606,-0.13196963953740895,-1.4422845911243598,-1.3444208870072216
101106-101114,Andrew Bogut,Deron Williams,-0.3712019777158917,0.39534184932432587,0.02413987160843417,101106,101114,-1.9417273940059643,-0.5742835147667987,-1.1438170080571606,-0.23198916497938746,-3.8676772102008767,-3.891817081809311
101106-1626147,Andrew Bogut,Justin Anderson,-0.9520406485232068,0.004805443868410328,-0.9472352046547965,101106,1626147,-1.9417273940059643,-0.2823674786250263,-1.1438170080571606,1.497639105663562,-2.8175079796793856,-1.870272775024589
101106-1626204,Andrew Bogut,Larry Nance Jr.,0.29155281270322747,0.13376283599808128,0.4253156487013088,101106,1626204,-1.9417273940059643,-0.8105422964807227,-1.1438170080571606,-1.4664676065065672,-4.9372386563491055,-5.3625543050504145
101106-1626780,Andrew Bogut,Jonathan Gibson,0.11327779828261549,-0.5571104595716329,-0.4438326612890174,101106,1626780,-1.9417273940059643,-0.3697281154293394,-1.1438170080571606,0.37935373933395145,-3.5197514394475298,-3.0759187781585124
101106-1627742,Andrew Bogut,Brandon Ingram,-0.4117848450652045,0.042612512008768165,-0.3691723330564364,101106,1627742,-1.9417273940059643,-0.8694130495598397,-1.1438170080571606,0.5142189997789217,-3.809910784900479,-3.4407384518440427
101106-1627812,Andrew Bogut,Yogi Ferrell,-0.09126704692558334,0.0362083738576416,-0.05505867306794174,101106,1627812,-1.9417273940059643,-0.9583390632221295,-1.1438170080571606,-0.8925407209769015,-4.991482859330097,-4.936424186262156
101106-1627827,Andrew Bogut,Dorian Finney-Smith,-0.020319696647970013,0.6639908697182434,0.6436711730702733,101106,1627827,-1.9417273940059643,-0.804247895277057,-1.1438170080571606,0.3790954301100138,-2.867025694159895,-3.510696867230168
101106-1627852,Andrew Bogut,Nicolas Brussino,-0.08482251851672869,-0.12063886997880628,-0.20546138849553497,101106,1627852,-1.9417273940059643,-0.35134664070299315,-1.1438170080571606,0.9897874460616225,-2.6525649852000304,-2.4471035967044954
101106-1627936,Andrew Bogut,Alex Caruso,-0.14550732036536407,0.14666132625938497,0.0011540058940208986,101106,1627936,-1.9417273940059643,-0.6611151363451179,-1.1438170080571606,-0.5021805574762773,-4.247686089990499,-4.24884009588452
101106-1628366,Andrew Bogut,Lonzo Ball,-0.25943643628132096,-0.2001554154934734,-0.45959185177479434,101106,1628366,-1.9417273940059643,0.8892107602302051,-1.1438170080571606,-1.4191271177836347,-4.075052611391349,-3.615460759616554
101106-1628398,Andrew Bogut,Kyle Kuzma,-0.42027876715844514,0.14043186518858464,-0.2798469019698605,101106,1628398,-1.9417273940059643,0.37734196358306527,-1.1438170080571606,-0.023815901970108102,-3.0118652424200283,-2.7320183404501677
101106-1628404,Andrew Bogut,Josh Hart,0.2657836076089998,-0.19836835134432843,0.06741525626467135,101106,1628404,-1.9417273940059643,1.1461910322375666,-1.1438170080571606,1.0551914965638287,-0.816746616997058,-0.8841618732617293
101106-200826,Andrew Bogut,J.J. Barea,-0.5030212890468518,0.5904623794314496,0.0874410903845978,101106,200826,-1.9417273940059643,1.0848907601735343,-1.1438170080571606,0.7474862349458582,-1.1657263165591343,-1.253167406943732
101106-201147,Andrew Bogut,Corey Brewer,-0.41910730730008766,0.5661037559438994,0.14699644864381173,101106,201147,-1.9417273940059643,0.06653555792344372,-1.1438170080571606,0.8885034482616819,-1.983508947234187,-2.1305053958779987
101106-201572,Andrew Bogut,Brook Lopez,-0.10987775815192166,0.07402456702246066,-0.035853191129461004,101106,201572,-1.9417273940059643,0.7971289427837978,-1.1438170080571606,-0.48952882663817765,-2.8137974770469656,-2.7779442859175045
101106-202083,Andrew Bogut,Wesley Matthews,-0.6264430188165068,0.9586413403206707,0.33219832150416395,101106,202083,-1.9417273940059643,-0.7072494597453396,-1.1438170080571606,0.5383327076553626,-2.922262832648938,-3.254461154153102
101106-202681,Andrew Bogut,Kyrie Irving,-0.08541110187126566,-0.012452602245872458,-0.09786370411713811,101106,202681,-1.9417273940059643,2.156711550620253,-1.1438170080571606,-0.5396111489773863,-1.566307704537396,-1.468444000420258
101106-202682,Andrew Bogut,Derrick Williams,-0.08541110187126572,-0.012452602245872448,-0.09786370411713816,101106,202682,-1.9417273940059643,-0.8451940272471182,-1.1438170080571606,-0.6314054448929953,-4.660007578320377,-4.5621438742032385
101106-203084,Andrew Bogut,Harrison Barnes,-0.4240924897139797,0.8923219604930543,0.4682294707790746,101106,203084,-1.9417273940059643,0.6839192180932259,-1.1438170080571606,-1.0153112722483604,-2.948706985439185,-3.4169364562182594
101106-203484,Andrew Bogut,Kentavious Caldwell-Pope,0.29421676977321365,-0.030401797794731865,0.2638149719784818,101106,203484,-1.9417273940059643,0.7357851200243535,-1.1438170080571606,-0.6318421879330534,-2.717786497993343,-2.9816014699718245
101106-203505,Andrew Bogut,Vander Blue,-0.2223007441535088,-0.035009570001381246,-0.25731031415489003,101106,203505,-1.9417273940059643,-0.09142368690966454,-1.1438170080571606,-0.5950988667993373,-4.029377269927016,-3.7720669557721265
101106-203510,Andrew Bogut,Pierre Jackson,0.18031076637385535,0.20932061894258458,0.3896313853164399,101106,203510,-1.9417273940059643,0.21825799418115693,-1.1438170080571606,-0.2583393455081232,-2.7359943680736514,-3.125625753390091
101106-203552,Andrew Bogut,Seth Curry,-0.4764015394958497,1.48440454408027,1.0080030045844204,101106,203552,-1.9417273940059643,1.0102367238585614,-1.1438170080571606,0.128801088566038,-0.9385035850541048,-1.9465065896385252
101106-203898,Andrew Bogut,Tyler Ennis,-0.09376086348312747,-0.1854731637358201,-0.2792340272189476,101106,203898,-1.9417273940059643,0.4743627229586278,-1.1438170080571606,-0.3218416811284853,-3.21225738745193,-2.933023360232982
101106-203903,Andrew Bogut,Jordan Clarkson,-0.9015469191257232,0.338060734343487,-0.5634861847822361,101106,203903,-1.9417273940059643,-0.44181327299066003,-1.1438170080571606,1.4586050160246302,-2.6322388438113906,-2.0687526590291547
101106-203939,Andrew Bogut,Dwight Powell,-0.15725891159671204,0.26572656894723906,0.10846765735052702,101106,203939,-1.9417273940059643,-1.1400173651732555,-1.1438170080571606,0.07003218410243833,-4.047061925783415,-4.155529583133942
101106-203944,Andrew Bogut,Julius Randle,-0.8850659882021183,-0.32320297251279706,-1.2082689607149155,101106,203944,-1.9417273940059643,0.21346004309089245,-1.1438170080571606,0.6796952804829546,-3.400658039204193,-2.1923890784892777
101107-1626163,Marvin Williams,Frank Kaminsky,-0.9263615660622412,-0.7932831884122183,-1.7196447544744595,101107,1626163,-0.23801494382828586,1.2751090644239904,0.019841168157710573,0.6012019648891179,-0.061507500831926354,1.6581372536425332
101107-1626174,Marvin Williams,Christian Wood,0.17294837971877014,0.4843577078800392,0.6573060875988093,101107,1626174,-0.23801494382828586,0.2858742818669177,0.019841168157710573,-0.48112860700464377,0.24387798679050793,-0.41342810080830134
101107-1626195,Marvin Williams,Willy Hernangomez,0.32644631519396733,0.400808218608235,0.7272545338022023,101107,1626195,-0.23801494382828586,-0.04234010668991406,0.019841168157710573,0.4402949663271375,0.9070356177688504,0.17978108396664816
101107-1626203,Marvin Williams,Treveon Graham,-0.06962104702402822,-0.5757206698374312,-0.6453417168614595,101107,1626203,-0.23801494382828586,-1.1712792960865315,0.019841168157710573,-0.5925500538308645,-2.627344842449431,-1.9820031255879713
101107-1627362,Marvin Williams,Briante Weber,0.1598028731828835,-0.42130964047523034,-0.26150676729234684,101107,1627362,-0.23801494382828586,0.43201440574895783,0.019841168157710573,1.355992555716444,1.3083264185024799,1.5698331857948267
101107-1627861,Marvin Williams,Mike Tobey,-0.19894405142888213,0.2897150007203039,0.09077094929142174,101107,1627861,-0.23801494382828586,-0.23610945045730414,0.019841168157710573,-0.369535233310521,-0.7330475101469787,-0.8238184594384004
