,Player1,Player2,offensive harmony,defensive harmony,PH,Player1 ID,Player2 ID,Pl1 Offense,Pl2 Offense,Pl1 Defense,Pl2 Defense,total,skillOnly
101106-1626188,Andrew Bogut,Quinn Cook,0.06476301642748818,0.08903951570304929,0.15380253213053746,101106,1626188,-0.5917215311134411,0.014408291643390563,-0.20878172340529816,0.08010343868540576,-0.5521889920594054,-0.7059915241899428
101106-1626204,Andrew Bogut,Larry Nance Jr.,0.22172629820682574,0.14825531081502308,0.36998160902184885,101106,1626204,-0.5917215311134411,-0.026804433802131038,-0.20878172340529816,-0.2674205833149623,-0.7247466626139836,-1.0947282716358324
101106-1627742,Andrew Bogut,Brandon Ingram,-0.49053863539896303,0.059548702135363576,-0.43098993326359947,101106,1627742,-0.5917215311134411,-0.25374046450009086,-0.20878172340529816,-0.023545068887896606,-1.508778721170326,-1.0777887879067267
101106-1627814,Andrew Bogut,Damion Lee,-0.04204121679685604,0.041893057308258555,-0.0001481594885974838,101106,1627814,-0.5917215311134411,-1.663044127239497,-0.20878172340529816,-0.32196829598659454,-2.785663837233428,-2.78551567774483
101106-1627936,Andrew Bogut,Alex Caruso,-0.1813996440910708,0.1511949085612955,-0.03020473552977529,101106,1627936,-0.5917215311134411,-0.5928746044911071,-0.20878172340529816,-0.8766445610752325,-2.300227155614854,-2.2700224200850787
101106-1628035,Andrew Bogut,Alfonzo McKinnie,0.06044589640566632,0.10489401418443223,0.16533991059009856,101106,1628035,-0.5917215311134411,-0.6209491581972011,-0.20878172340529816,1.1721751708354484,-0.08393733129039327,-0.24927724188049183
101106-1628366,Andrew Bogut,Lonzo Ball,-0.30492381216368014,-0.14720709105939153,-0.4521309032230717,101106,1628366,-0.5917215311134411,-0.2341094257776049,-0.20878172340529816,-1.256177408482463,-2.7429209920018787,-2.290790088778807
101106-1628395,Andrew Bogut,Jordan Bell,0.013151345679345505,-0.15719545682656996,-0.14404411114722446,101106,1628395,-0.5917215311134411,1.324743070218068,-0.20878172340529816,0.23201838382677173,0.6122140883788761,0.7562581995261006
101106-1628398,Andrew Bogut,Kyle Kuzma,-0.46411432368084693,0.19089364820004603,-0.27322067548080087,101106,1628398,-0.5917215311134411,0.7484285832223567,-0.20878172340529816,-0.23391458273550542,-0.5592099295126887,-0.28598925403188785
101106-1628404,Andrew Bogut,Josh Hart,0.24345461887678785,-0.18495623025194838,0.05849838862483947,101106,1628404,-0.5917215311134411,0.6816705375332708,-0.20878172340529816,-0.6333697516839506,-0.6937040800445795,-0.752202468669419
101106-1628980,Andrew Bogut,Jacob Evans,0.01949780558275924,-0.018143718758003052,0.0013540868247561878,101106,1628980,-0.5917215311134411,-0.05070208290001288,-0.20878172340529816,0.5322734484155075,-0.31757780217848836,-0.31893188900324454
101106-201142,Andrew Bogut,Kevin Durant,0.5494636275580508,-0.18503007011096023,0.36443355744709055,101106,201142,-0.5917215311134411,1.7580761317224074,-0.20878172340529816,0.16896139380982517,1.4909678284605838,1.1265342710134933
101106-201147,Andrew Bogut,Corey Brewer,-0.5027108475745364,0.6197134539099446,0.11700260633540815,101106,201147,-0.5917215311134411,-0.14958701465500848,-0.20878172340529816,0.7625686992098027,-0.07051896362853671,-0.18752156996394487
101106-201572,Andrew Bogut,Brook Lopez,-0.11129547167143064,0.07632190017151147,-0.03497357149991917,101106,201572,-0.5917215311134411,2.1248203619654635,-0.20878172340529816,-0.4767736573187495,0.8125698786280556,0.8475434501279748
101106-201939,Andrew Bogut,Stephen Curry,0.33405891620934713,0.11752908535979409,0.45158800156914125,101106,201939,-0.5917215311134411,3.74070204668491,-0.20878172340529816,-0.745616894583446,2.646169899151866,2.1945818975827245
101106-201973,Andrew Bogut,Jonas Jerebko,-0.038725528571404745,0.08384515146281989,0.04511962289141514,101106,201973,-0.5917215311134411,0.5151656190454439,-0.20878172340529816,-0.40740884504719704,-0.6476268576290772,-0.6927464805204924
101106-202691,Andrew Bogut,Klay Thompson,0.2911127685659386,-0.48300286583599383,-0.19189009727005524,101106,202691,-0.5917215311134411,0.6768581987490702,-0.20878172340529816,-0.14423520630127704,-0.4597703593410013,-0.26788026207094606
101106-203110,Andrew Bogut,Draymond Green,0.2525847901160746,0.09711498275001414,0.3496997728660887,101106,203110,-0.5917215311134411,0.9706719692394835,-0.20878172340529816,-1.1271402410355196,-0.6072717534486864,-0.9569715263147752
101106-203484,Andrew Bogut,Kentavious Caldwell-Pope,0.2522104448678485,0.048243954160703,0.3004543990285515,101106,203484,-0.5917215311134411,0.7619360900333252,-0.20878172340529816,0.6459127498457454,0.9077999843888829,0.6073455853603315
101106-203505,Andrew Bogut,Vander Blue,-0.23778299051597362,-0.023502819272730725,-0.26128580978870436,101106,203505,-0.5917215311134411,-0.1620271476735054,-0.20878172340529816,-0.6291202470777373,-1.852936459058686,-1.5916506492699818
